Date_reported,Country_code,Country,New_deaths
2021-07-23,DZ,Algeria,14
2021-07-24,DZ,Algeria,18
2021-07-25,DZ,Algeria,16
2021-07-26,DZ,Algeria,21
2021-07-27,DZ,Algeria,24
2021-07-28,DZ,Algeria,25
2021-07-29,DZ,Algeria,49
2021-07-30,DZ,Algeria,28
2021-07-31,DZ,Algeria,0
2021-08-01,DZ,Algeria,65
2021-08-02,DZ,Algeria,37
2021-08-03,DZ,Algeria,38
2021-08-04,DZ,Algeria,41
2021-08-05,DZ,Algeria,34
2021-08-06,DZ,Algeria,37
2021-08-07,DZ,Algeria,46
2021-08-08,DZ,Algeria,0
2021-08-09,DZ,Algeria,63
2021-08-10,DZ,Algeria,28
2021-08-11,DZ,Algeria,40
2021-08-12,DZ,Algeria,36
2021-08-13,DZ,Algeria,41
2021-08-14,DZ,Algeria,35
2021-08-15,DZ,Algeria,36
2021-08-16,DZ,Algeria,28
2021-08-17,DZ,Algeria,36
2021-08-18,DZ,Algeria,0
2021-08-19,DZ,Algeria,68
2021-08-20,DZ,Algeria,31
2021-08-21,DZ,Algeria,28
2021-08-22,DZ,Algeria,27
2021-08-23,DZ,Algeria,20
2021-08-24,DZ,Algeria,30
2021-08-25,DZ,Algeria,29
2021-08-26,DZ,Algeria,33
2021-08-27,DZ,Algeria,25
2021-08-28,DZ,Algeria,27
2021-08-29,DZ,Algeria,31
2021-08-30,DZ,Algeria,30
2021-08-31,DZ,Algeria,31
2021-09-01,DZ,Algeria,29
2021-09-02,DZ,Algeria,33
2021-09-03,DZ,Algeria,37
2021-09-04,DZ,Algeria,34
2021-09-05,DZ,Algeria,0
2021-09-06,DZ,Algeria,26
2021-09-07,DZ,Algeria,46
2021-09-08,DZ,Algeria,0
2021-09-09,DZ,Algeria,44
2021-09-10,DZ,Algeria,30
2021-09-11,DZ,Algeria,20
2021-09-12,DZ,Algeria,19
2021-09-13,DZ,Algeria,20
2021-09-14,DZ,Algeria,18
2021-09-15,DZ,Algeria,18
2021-09-16,DZ,Algeria,16
2021-09-17,DZ,Algeria,21
2021-09-18,DZ,Algeria,19
2021-09-19,DZ,Algeria,0
2021-09-20,DZ,Algeria,24
2021-09-21,DZ,Algeria,15
2021-09-22,DZ,Algeria,0
2021-09-23,DZ,Algeria,30
2021-09-24,DZ,Algeria,9
2021-09-25,DZ,Algeria,10
2021-09-26,DZ,Algeria,9
2021-09-27,DZ,Algeria,10
2021-09-28,DZ,Algeria,0
2021-09-29,DZ,Algeria,20
2021-09-30,DZ,Algeria,8
2021-10-01,DZ,Algeria,7
2021-10-02,DZ,Algeria,3
2021-10-03,DZ,Algeria,4
2021-10-04,DZ,Algeria,3
2021-10-05,DZ,Algeria,4
2021-10-06,DZ,Algeria,5
2021-10-07,DZ,Algeria,7
2021-10-08,DZ,Algeria,5
2021-10-09,DZ,Algeria,3
2021-10-10,DZ,Algeria,4
2021-10-11,DZ,Algeria,3
2021-10-12,DZ,Algeria,2
2021-10-13,DZ,Algeria,4
2021-10-14,DZ,Algeria,3
2021-10-15,DZ,Algeria,2
2021-10-16,DZ,Algeria,3
2021-10-17,DZ,Algeria,3
2021-10-18,DZ,Algeria,2
2021-10-19,DZ,Algeria,1
2021-10-20,DZ,Algeria,2
2021-10-21,DZ,Algeria,3
2021-10-22,DZ,Algeria,3
2020-01-03,AS,American Samoa,0
2020-01-04,AS,American Samoa,0
2020-01-05,AS,American Samoa,0
2020-01-06,AS,American Samoa,0
2020-01-07,AS,American Samoa,0
2020-01-08,AS,American Samoa,0
2020-01-09,AS,American Samoa,0
2020-01-10,AS,American Samoa,0
2020-01-11,AS,American Samoa,0
2020-01-12,AS,American Samoa,0
2020-01-13,AS,American Samoa,0
2020-01-14,AS,American Samoa,0
2020-01-15,AS,American Samoa,0
2020-01-16,AS,American Samoa,0
2020-01-17,AS,American Samoa,0
2020-01-18,AS,American Samoa,0
2020-01-19,AS,American Samoa,0
2020-01-20,AS,American Samoa,0
2020-01-21,AS,American Samoa,0
2020-01-22,AS,American Samoa,0
2020-01-23,AS,American Samoa,0
2020-01-24,AS,American Samoa,0
2020-01-25,AS,American Samoa,0
2020-01-26,AS,American Samoa,0
2020-01-27,AS,American Samoa,0
2020-01-28,AS,American Samoa,0
2020-01-29,AS,American Samoa,0
2020-01-30,AS,American Samoa,0
2020-01-31,AS,American Samoa,0
2020-02-01,AS,American Samoa,0
2020-02-02,AS,American Samoa,0
2020-02-03,AS,American Samoa,0
2020-02-04,AS,American Samoa,0
2020-02-05,AS,American Samoa,0
2020-02-06,AS,American Samoa,0
2020-02-07,AS,American Samoa,0
2020-02-08,AS,American Samoa,0
2020-02-09,AS,American Samoa,0
2020-02-10,AS,American Samoa,0
2020-02-11,AS,American Samoa,0
2020-02-12,AS,American Samoa,0
2020-02-13,AS,American Samoa,0
2020-02-14,AS,American Samoa,0
2020-02-15,AS,American Samoa,0
2020-02-16,AS,American Samoa,0
2020-02-17,AS,American Samoa,0
2020-02-18,AS,American Samoa,0
2020-02-19,AS,American Samoa,0
2020-02-20,AS,American Samoa,0
2020-02-21,AS,American Samoa,0
2020-02-22,AS,American Samoa,0
2020-02-23,AS,American Samoa,0
2020-02-24,AS,American Samoa,0
2020-02-25,AS,American Samoa,0
2020-02-26,AS,American Samoa,0
2020-02-27,AS,American Samoa,0
2020-02-28,AS,American Samoa,0
2020-02-29,AS,American Samoa,0
2020-03-01,AS,American Samoa,0
2020-03-02,AS,American Samoa,0
2020-03-03,AS,American Samoa,0
2020-03-04,AS,American Samoa,0
2020-03-05,AS,American Samoa,0
2020-03-06,AS,American Samoa,0
2020-03-07,AS,American Samoa,0
2020-03-08,AS,American Samoa,0
2020-03-09,AS,American Samoa,0
2020-03-10,AS,American Samoa,0
2020-03-11,AS,American Samoa,0
2020-03-12,AS,American Samoa,0
2020-03-13,AS,American Samoa,0
2020-03-14,AS,American Samoa,0
2020-03-15,AS,American Samoa,0
2020-03-16,AS,American Samoa,0
2020-03-17,AS,American Samoa,0
2020-03-18,AS,American Samoa,0
2020-03-19,AS,American Samoa,0
2020-03-20,AS,American Samoa,0
2020-03-21,AS,American Samoa,0
2020-03-22,AS,American Samoa,0
2020-03-23,AS,American Samoa,0
2020-03-24,AS,American Samoa,0
2020-03-25,AS,American Samoa,0
2020-03-26,AS,American Samoa,0
2020-03-27,AS,American Samoa,0
2020-03-28,AS,American Samoa,0
2020-03-29,AS,American Samoa,0
2020-03-30,AS,American Samoa,0
2020-03-31,AS,American Samoa,0
2020-04-01,AS,American Samoa,0
2020-04-02,AS,American Samoa,0
2020-04-03,AS,American Samoa,0
2020-04-04,AS,American Samoa,0
2020-04-05,AS,American Samoa,0
2020-04-06,AS,American Samoa,0
2020-04-07,AS,American Samoa,0
2020-04-08,AS,American Samoa,0
2020-04-09,AS,American Samoa,0
2020-04-10,AS,American Samoa,0
2020-04-11,AS,American Samoa,0
2020-04-12,AS,American Samoa,0
2020-04-13,AS,American Samoa,0
2020-04-14,AS,American Samoa,0
2020-04-15,AS,American Samoa,0
2020-04-16,AS,American Samoa,0
2020-04-17,AS,American Samoa,0
2020-04-18,AS,American Samoa,0
2020-04-19,AS,American Samoa,0
2020-04-20,AS,American Samoa,0
2020-04-21,AS,American Samoa,0
2020-04-22,AS,American Samoa,0
2020-04-23,AS,American Samoa,0
2020-04-24,AS,American Samoa,0
2020-04-25,AS,American Samoa,0
2020-04-26,AS,American Samoa,0
2020-04-27,AS,American Samoa,0
2020-04-28,AS,American Samoa,0
2020-04-29,AS,American Samoa,0
2020-04-30,AS,American Samoa,0
2020-05-01,AS,American Samoa,0
2020-05-02,AS,American Samoa,0
2020-05-03,AS,American Samoa,0
2020-05-04,AS,American Samoa,0
2020-05-05,AS,American Samoa,0
2020-05-06,AS,American Samoa,0
2020-05-07,AS,American Samoa,0
2020-05-08,AS,American Samoa,0
2020-05-09,AS,American Samoa,0
2020-05-10,AS,American Samoa,0
2020-05-11,AS,American Samoa,0
2020-05-12,AS,American Samoa,0
2020-05-13,AS,American Samoa,0
2020-05-14,AS,American Samoa,0
2020-05-15,AS,American Samoa,0
2020-05-16,AS,American Samoa,0
2020-05-17,AS,American Samoa,0
2020-05-18,AS,American Samoa,0
2020-05-19,AS,American Samoa,0
2020-05-20,AS,American Samoa,0
2020-05-21,AS,American Samoa,0
2020-05-22,AS,American Samoa,0
2020-05-23,AS,American Samoa,0
2020-05-24,AS,American Samoa,0
2020-05-25,AS,American Samoa,0
2020-05-26,AS,American Samoa,0
2020-05-27,AS,American Samoa,0
2020-05-28,AS,American Samoa,0
2020-05-29,AS,American Samoa,0
2020-05-30,AS,American Samoa,0
2020-05-31,AS,American Samoa,0
2020-06-01,AS,American Samoa,0
2020-06-02,AS,American Samoa,0
2020-06-03,AS,American Samoa,0
2020-06-04,AS,American Samoa,0
2020-06-05,AS,American Samoa,0
2020-06-06,AS,American Samoa,0
2020-06-07,AS,American Samoa,0
2020-06-08,AS,American Samoa,0
2020-06-09,AS,American Samoa,0
2020-06-10,AS,American Samoa,0
2020-06-11,AS,American Samoa,0
2020-06-12,AS,American Samoa,0
2020-06-13,AS,American Samoa,0
2020-06-14,AS,American Samoa,0
2020-06-15,AS,American Samoa,0
2020-06-16,AS,American Samoa,0
2020-06-17,AS,American Samoa,0
2020-06-18,AS,American Samoa,0
2020-06-19,AS,American Samoa,0
2020-06-20,AS,American Samoa,0
2020-06-21,AS,American Samoa,0
2020-06-22,AS,American Samoa,0
2020-06-23,AS,American Samoa,0
2020-06-24,AS,American Samoa,0
2020-06-25,AS,American Samoa,0
2020-06-26,AS,American Samoa,0
2020-06-27,AS,American Samoa,0
2020-06-28,AS,American Samoa,0
2020-06-29,AS,American Samoa,0
2020-06-30,AS,American Samoa,0
2020-07-01,AS,American Samoa,0
2020-07-02,AS,American Samoa,0
2020-07-03,AS,American Samoa,0
2020-07-04,AS,American Samoa,0
2020-07-05,AS,American Samoa,0
2020-07-06,AS,American Samoa,0
2020-07-07,AS,American Samoa,0
2020-07-08,AS,American Samoa,0
2020-07-09,AS,American Samoa,0
2020-07-10,AS,American Samoa,0
2020-07-11,AS,American Samoa,0
2020-07-12,AS,American Samoa,0
2020-07-13,AS,American Samoa,0
2020-07-14,AS,American Samoa,0
2020-07-15,AS,American Samoa,0
2020-07-16,AS,American Samoa,0
2020-07-17,AS,American Samoa,0
2020-07-18,AS,American Samoa,0
2020-07-19,AS,American Samoa,0
2020-07-20,AS,American Samoa,0
2020-07-21,AS,American Samoa,0
2020-07-22,AS,American Samoa,0
2020-07-23,AS,American Samoa,0
2020-07-24,AS,American Samoa,0
2020-07-25,AS,American Samoa,0
2020-07-26,AS,American Samoa,0
2020-07-27,AS,American Samoa,0
2020-07-28,AS,American Samoa,0
2020-07-29,AS,American Samoa,0
2020-07-30,AS,American Samoa,0
2020-07-31,AS,American Samoa,0
2020-08-01,AS,American Samoa,0
2020-08-02,AS,American Samoa,0
2020-08-03,AS,American Samoa,0
2020-08-04,AS,American Samoa,0
2020-08-05,AS,American Samoa,0
2020-08-06,AS,American Samoa,0
2020-08-07,AS,American Samoa,0
2020-08-08,AS,American Samoa,0
2020-08-09,AS,American Samoa,0
2020-08-10,AS,American Samoa,0
2020-08-11,AS,American Samoa,0
2020-08-12,AS,American Samoa,0
2020-08-13,AS,American Samoa,0
2020-08-14,AS,American Samoa,0
2020-08-15,AS,American Samoa,0
2020-08-16,AS,American Samoa,0
2020-08-17,AS,American Samoa,0
2020-08-18,AS,American Samoa,0
2020-08-19,AS,American Samoa,0
2020-08-20,AS,American Samoa,0
2020-08-21,AS,American Samoa,0
2020-08-22,AS,American Samoa,0
2020-08-23,AS,American Samoa,0
2020-08-24,AS,American Samoa,0
2020-08-25,AS,American Samoa,0
2020-08-26,AS,American Samoa,0
2020-08-27,AS,American Samoa,0
2020-08-28,AS,American Samoa,0
2020-08-29,AS,American Samoa,0
2020-08-30,AS,American Samoa,0
2020-08-31,AS,American Samoa,0
2020-09-01,AS,American Samoa,0
2020-09-02,AS,American Samoa,0
2020-09-03,AS,American Samoa,0
2020-09-04,AS,American Samoa,0
2020-09-05,AS,American Samoa,0
2020-09-06,AS,American Samoa,0
2020-09-07,AS,American Samoa,0
2020-09-08,AS,American Samoa,0
2020-09-09,AS,American Samoa,0
2020-09-10,AS,American Samoa,0
2020-09-11,AS,American Samoa,0
2020-09-12,AS,American Samoa,0
2020-09-13,AS,American Samoa,0
2020-09-14,AS,American Samoa,0
2020-09-15,AS,American Samoa,0
2020-09-16,AS,American Samoa,0
2020-09-17,AS,American Samoa,0
2020-09-18,AS,American Samoa,0
2020-09-19,AS,American Samoa,0
2020-09-20,AS,American Samoa,0
2020-09-21,AS,American Samoa,0
2020-09-22,AS,American Samoa,0
2020-09-23,AS,American Samoa,0
2020-09-24,AS,American Samoa,0
2020-09-25,AS,American Samoa,0
2020-09-26,AS,American Samoa,0
2020-09-27,AS,American Samoa,0
2020-09-28,AS,American Samoa,0
2020-09-29,AS,American Samoa,0
2020-09-30,AS,American Samoa,0
2020-10-01,AS,American Samoa,0
2020-10-02,AS,American Samoa,0
2020-10-03,AS,American Samoa,0
2020-10-04,AS,American Samoa,0
2020-10-05,AS,American Samoa,0
2020-10-06,AS,American Samoa,0
2020-10-07,AS,American Samoa,0
2020-10-08,AS,American Samoa,0
2020-10-09,AS,American Samoa,0
2020-10-10,AS,American Samoa,0
2020-10-11,AS,American Samoa,0
2020-10-12,AS,American Samoa,0
2020-10-13,AS,American Samoa,0
2020-10-14,AS,American Samoa,0
2020-10-15,AS,American Samoa,0
2020-10-16,AS,American Samoa,0
2020-10-17,AS,American Samoa,0
2020-10-18,AS,American Samoa,0
2020-10-19,AS,American Samoa,0
2020-10-20,AS,American Samoa,0
2020-10-21,AS,American Samoa,0
2020-10-22,AS,American Samoa,0
2020-10-23,AS,American Samoa,0
2020-10-24,AS,American Samoa,0
2020-10-25,AS,American Samoa,0
2020-10-26,AS,American Samoa,0
2020-10-27,AS,American Samoa,0
2020-10-28,AS,American Samoa,0
2020-10-29,AS,American Samoa,0
2020-10-30,AS,American Samoa,0
2020-10-31,AS,American Samoa,0
2020-11-01,AS,American Samoa,0
2020-11-02,AS,American Samoa,0
2020-11-03,AS,American Samoa,0
2020-11-04,AS,American Samoa,0
2020-11-05,AS,American Samoa,0
2020-11-06,AS,American Samoa,0
2020-11-07,AS,American Samoa,0
2020-11-08,AS,American Samoa,0
2020-11-09,AS,American Samoa,0
2020-11-10,AS,American Samoa,0
2020-11-11,AS,American Samoa,0
2020-11-12,AS,American Samoa,0
2020-11-13,AS,American Samoa,0
2020-11-14,AS,American Samoa,0
2020-11-15,AS,American Samoa,0
2020-11-16,AS,American Samoa,0
2020-11-17,AS,American Samoa,0
2020-11-18,AS,American Samoa,0
2020-11-19,AS,American Samoa,0
2020-11-20,AS,American Samoa,0
2020-11-21,AS,American Samoa,0
2020-11-22,AS,American Samoa,0
2020-11-23,AS,American Samoa,0
2020-11-24,AS,American Samoa,0
2020-11-25,AS,American Samoa,0
2020-11-26,AS,American Samoa,0
2020-11-27,AS,American Samoa,0
2020-11-28,AS,American Samoa,0
2020-11-29,AS,American Samoa,0
2020-11-30,AS,American Samoa,0
2020-12-01,AS,American Samoa,0
2020-12-02,AS,American Samoa,0
2020-12-03,AS,American Samoa,0
2020-12-04,AS,American Samoa,0
2020-12-05,AS,American Samoa,0
2020-12-06,AS,American Samoa,0
2020-12-07,AS,American Samoa,0
2020-12-08,AS,American Samoa,0
2020-12-09,AS,American Samoa,0
2020-12-10,AS,American Samoa,0
2020-12-11,AS,American Samoa,0
2020-12-12,AS,American Samoa,0
2020-12-13,AS,American Samoa,0
2020-12-14,AS,American Samoa,0
2020-12-15,AS,American Samoa,0
2020-12-16,AS,American Samoa,0
2020-12-17,AS,American Samoa,0
2020-12-18,AS,American Samoa,0
2020-12-19,AS,American Samoa,0
2020-12-20,AS,American Samoa,0
2020-12-21,AS,American Samoa,0
2020-12-22,AS,American Samoa,0
2020-12-23,AS,American Samoa,0
2020-12-24,AS,American Samoa,0
2020-12-25,AS,American Samoa,0
2020-12-26,AS,American Samoa,0
2020-12-27,AS,American Samoa,0
2020-12-28,AS,American Samoa,0
2020-12-29,AS,American Samoa,0
2020-12-30,AS,American Samoa,0
2020-12-31,AS,American Samoa,0
2021-01-01,AS,American Samoa,0
2021-01-02,AS,American Samoa,0
2021-01-03,AS,American Samoa,0
2021-01-04,AS,American Samoa,0
2021-01-05,AS,American Samoa,0
2021-01-06,AS,American Samoa,0
2021-01-07,AS,American Samoa,0
2021-01-08,AS,American Samoa,0
2021-01-09,AS,American Samoa,0
2021-01-10,AS,American Samoa,0
2021-01-11,AS,American Samoa,0
2021-01-12,AS,American Samoa,0
2021-01-13,AS,American Samoa,0
2021-01-14,AS,American Samoa,0
2021-01-15,AS,American Samoa,0
2021-01-16,AS,American Samoa,0
2021-01-17,AS,American Samoa,0
2021-01-18,AS,American Samoa,0
2021-01-19,AS,American Samoa,0
2021-01-20,AS,American Samoa,0
2021-01-21,AS,American Samoa,0
2021-01-22,AS,American Samoa,0
2021-01-23,AS,American Samoa,0
2021-01-24,AS,American Samoa,0
2021-01-25,AS,American Samoa,0
2021-01-26,AS,American Samoa,0
2021-01-27,AS,American Samoa,0
2021-01-28,AS,American Samoa,0
2021-01-29,AS,American Samoa,0
2021-01-30,AS,American Samoa,0
2021-01-31,AS,American Samoa,0
2021-02-01,AS,American Samoa,0
2021-02-02,AS,American Samoa,0
2021-02-03,AS,American Samoa,0
2021-02-04,AS,American Samoa,0
2021-02-05,AS,American Samoa,0
2021-02-06,AS,American Samoa,0
2021-02-07,AS,American Samoa,0
2021-02-08,AS,American Samoa,0
2021-02-09,AS,American Samoa,0
2021-02-10,AS,American Samoa,0
2021-02-11,AS,American Samoa,0
2021-02-12,AS,American Samoa,0
2021-02-13,AS,American Samoa,0
2021-02-14,AS,American Samoa,0
2021-02-15,AS,American Samoa,0
2021-02-16,AS,American Samoa,0
2021-02-17,AS,American Samoa,0
2021-02-18,AS,American Samoa,0
2021-02-19,AS,American Samoa,0
2021-02-20,AS,American Samoa,0
2021-02-21,AS,American Samoa,0
2021-02-22,AS,American Samoa,0
2021-02-23,AS,American Samoa,0
2021-02-24,AS,American Samoa,0
2021-02-25,AS,American Samoa,0
2021-02-26,AS,American Samoa,0
2021-02-27,AS,American Samoa,0
2021-02-28,AS,American Samoa,0
2021-03-01,AS,American Samoa,0
2021-03-02,AS,American Samoa,0
2021-03-03,AS,American Samoa,0
2021-03-04,AS,American Samoa,0
2021-03-05,AS,American Samoa,0
2021-03-06,AS,American Samoa,0
2021-03-07,AS,American Samoa,0
2021-03-08,AS,American Samoa,0
2021-03-09,AS,American Samoa,0
2021-03-10,AS,American Samoa,0
2021-03-11,AS,American Samoa,0
2021-03-12,AS,American Samoa,0
2021-03-13,AS,American Samoa,0
2021-03-14,AS,American Samoa,0
2021-03-15,AS,American Samoa,0
2021-03-16,AS,American Samoa,0
2021-03-17,AS,American Samoa,0
2021-03-18,AS,American Samoa,0
2021-03-19,AS,American Samoa,0
2021-03-20,AS,American Samoa,0
2021-03-21,AS,American Samoa,0
2021-03-22,AS,American Samoa,0
2021-03-23,AS,American Samoa,0
2021-03-24,AS,American Samoa,0
2021-03-25,AS,American Samoa,0
2021-03-26,AS,American Samoa,0
2021-03-27,AS,American Samoa,0
2021-03-28,AS,American Samoa,0
2021-03-29,AS,American Samoa,0
2021-03-30,AS,American Samoa,0
2021-03-31,AS,American Samoa,0
2021-04-01,AS,American Samoa,0
2021-04-02,AS,American Samoa,0
2021-04-03,AS,American Samoa,0
2021-04-04,AS,American Samoa,0
2021-04-05,AS,American Samoa,0
2021-04-06,AS,American Samoa,0
2021-04-07,AS,American Samoa,0
2021-04-08,AS,American Samoa,0
2021-04-09,AS,American Samoa,0
2021-04-10,AS,American Samoa,0
2021-04-11,AS,American Samoa,0
2021-04-12,AS,American Samoa,0
2021-04-13,AS,American Samoa,0
2021-04-14,AS,American Samoa,0
2021-04-15,AS,American Samoa,0
2021-04-16,AS,American Samoa,0
2021-04-17,AS,American Samoa,0
2021-04-18,AS,American Samoa,0
2021-04-19,AS,American Samoa,0
2021-04-20,AS,American Samoa,0
2021-04-21,AS,American Samoa,0
2021-04-22,AS,American Samoa,0
2021-04-23,AS,American Samoa,0
2021-04-24,AS,American Samoa,0
2021-04-25,AS,American Samoa,0
2021-04-26,AS,American Samoa,0
2021-04-27,AS,American Samoa,0
2021-04-28,AS,American Samoa,0
2021-04-29,AS,American Samoa,0
2021-04-30,AS,American Samoa,0
2021-05-01,AS,American Samoa,0
2021-05-02,AS,American Samoa,0
2021-05-03,AS,American Samoa,0
2021-05-04,AS,American Samoa,0
2021-05-05,AS,American Samoa,0
2021-05-06,AS,American Samoa,0
2021-05-07,AS,American Samoa,0
2021-05-08,AS,American Samoa,0
2021-05-09,AS,American Samoa,0
2021-05-10,AS,American Samoa,0
2021-05-11,AS,American Samoa,0
2021-05-12,AS,American Samoa,0
2021-05-13,AS,American Samoa,0
2021-05-14,AS,American Samoa,0
2021-05-15,AS,American Samoa,0
2021-05-16,AS,American Samoa,0
2021-05-17,AS,American Samoa,0
2021-05-18,AS,American Samoa,0
2021-05-19,AS,American Samoa,0
2021-05-20,AS,American Samoa,0
2021-05-21,AS,American Samoa,0
2021-05-22,AS,American Samoa,0
2021-05-23,AS,American Samoa,0
2021-05-24,AS,American Samoa,0
2021-05-25,AS,American Samoa,0
2021-05-26,AS,American Samoa,0
2021-05-27,AS,American Samoa,0
2021-05-28,AS,American Samoa,0
2021-05-29,AS,American Samoa,0
2021-05-30,AS,American Samoa,0
2021-05-31,AS,American Samoa,0
2021-06-01,AS,American Samoa,0
2021-06-02,AS,American Samoa,0
2021-06-03,AS,American Samoa,0
2021-06-04,AS,American Samoa,0
2021-06-05,AS,American Samoa,0
2021-06-06,AS,American Samoa,0
2021-06-07,AS,American Samoa,0
2021-06-08,AS,American Samoa,0
2021-06-09,AS,American Samoa,0
2021-06-10,AS,American Samoa,0
2021-06-11,AS,American Samoa,0
2021-06-12,AS,American Samoa,0
2021-06-13,AS,American Samoa,0
2021-06-14,AS,American Samoa,0
2021-06-15,AS,American Samoa,0
2021-06-16,AS,American Samoa,0
2021-06-17,AS,American Samoa,0
2021-06-18,AS,American Samoa,0
2021-06-19,AS,American Samoa,0
2021-06-20,AS,American Samoa,0
2021-06-21,AS,American Samoa,0
2021-06-22,AS,American Samoa,0
2021-06-23,AS,American Samoa,0
2021-06-24,AS,American Samoa,0
2021-06-25,AS,American Samoa,0
2021-06-26,AS,American Samoa,0
2021-06-27,AS,American Samoa,0
2021-06-28,AS,American Samoa,0
2021-06-29,AS,American Samoa,0
2021-06-30,AS,American Samoa,0
2021-07-01,AS,American Samoa,0
2021-07-02,AS,American Samoa,0
2021-07-03,AS,American Samoa,0
2021-07-04,AS,American Samoa,0
2021-07-05,AS,American Samoa,0
2021-07-06,AS,American Samoa,0
2021-07-07,AS,American Samoa,0
2021-07-08,AS,American Samoa,0
2021-07-09,AS,American Samoa,0
2021-07-10,AS,American Samoa,0
2021-07-11,AS,American Samoa,0
2021-07-12,AS,American Samoa,0
2021-07-13,AS,American Samoa,0
2021-07-14,AS,American Samoa,0
2021-07-15,AS,American Samoa,0
2021-07-16,AS,American Samoa,0
2021-07-17,AS,American Samoa,0
2021-07-18,AS,American Samoa,0
2021-07-19,AS,American Samoa,0
2021-07-20,AS,American Samoa,0
2021-07-21,AS,American Samoa,0
2021-07-22,AS,American Samoa,0
2021-07-23,AS,American Samoa,0
2021-07-24,AS,American Samoa,0
2021-07-25,AS,American Samoa,0
2021-07-26,AS,American Samoa,0
2021-07-27,AS,American Samoa,0
2021-07-28,AS,American Samoa,0
2021-07-29,AS,American Samoa,0
2021-07-30,AS,American Samoa,0
2021-07-31,AS,American Samoa,0
2021-08-01,AS,American Samoa,0
2021-08-02,AS,American Samoa,0
2021-08-03,AS,American Samoa,0
2021-08-04,AS,American Samoa,0
2021-08-05,AS,American Samoa,0
2021-08-06,AS,American Samoa,0
2021-08-07,AS,American Samoa,0
2021-08-08,AS,American Samoa,0
2021-08-09,AS,American Samoa,0
2021-08-10,AS,American Samoa,0
2021-08-11,AS,American Samoa,0
2021-08-12,AS,American Samoa,0
2021-08-13,AS,American Samoa,0
2021-08-14,AS,American Samoa,0
2021-08-15,AS,American Samoa,0
2021-08-16,AS,American Samoa,0
2021-08-17,AS,American Samoa,0
2021-08-18,AS,American Samoa,0
2021-08-19,AS,American Samoa,0
2021-08-20,AS,American Samoa,0
2021-08-21,AS,American Samoa,0
2021-08-22,AS,American Samoa,0
2021-08-23,AS,American Samoa,0
2021-08-24,AS,American Samoa,0
2021-08-25,AS,American Samoa,0
2021-08-26,AS,American Samoa,0
2021-08-27,AS,American Samoa,0
2021-08-28,AS,American Samoa,0
2021-08-29,AS,American Samoa,0
2021-08-30,AS,American Samoa,0
2021-08-31,AS,American Samoa,0
2021-09-01,AS,American Samoa,0
2021-09-02,AS,American Samoa,0
2021-09-03,AS,American Samoa,0
2021-09-04,AS,American Samoa,0
2021-09-05,AS,American Samoa,0
2021-09-06,AS,American Samoa,0
2021-09-07,AS,American Samoa,0
2021-09-08,AS,American Samoa,0
2021-09-09,AS,American Samoa,0
2021-09-10,AS,American Samoa,0
2021-09-11,AS,American Samoa,0
2021-09-12,AS,American Samoa,0
2021-09-13,AS,American Samoa,0
2021-09-14,AS,American Samoa,0
2021-09-15,AS,American Samoa,0
2021-09-16,AS,American Samoa,0
2021-09-17,AS,American Samoa,0
2021-09-18,AS,American Samoa,0
2021-09-19,AS,American Samoa,0
2021-09-20,AS,American Samoa,0
2021-09-21,AS,American Samoa,0
2021-09-22,AS,American Samoa,0
2021-09-23,AS,American Samoa,0
2021-09-24,AS,American Samoa,0
2021-09-25,AS,American Samoa,0
2021-09-26,AS,American Samoa,0
2021-09-27,AS,American Samoa,0
2021-09-28,AS,American Samoa,0
2021-09-29,AS,American Samoa,0
2021-09-30,AS,American Samoa,0
2021-10-01,AS,American Samoa,0
2021-10-02,AS,American Samoa,0
2021-10-03,AS,American Samoa,0
2021-10-04,AS,American Samoa,0
2021-10-05,AS,American Samoa,0
2021-10-06,AS,American Samoa,0
2021-10-07,AS,American Samoa,0
2021-10-08,AS,American Samoa,0
2021-10-09,AS,American Samoa,0
2021-10-10,AS,American Samoa,0
2021-10-11,AS,American Samoa,0
2021-10-12,AS,American Samoa,0
2021-10-13,AS,American Samoa,0
2021-10-14,AS,American Samoa,0
2021-10-15,AS,American Samoa,0
2021-10-16,AS,American Samoa,0
2021-10-17,AS,American Samoa,0
2021-10-18,AS,American Samoa,0
2021-10-19,AS,American Samoa,0
2021-10-20,AS,American Samoa,0
2021-10-21,AS,American Samoa,0
2021-10-22,AS,American Samoa,0
2020-01-03,AD,Andorra,0
2020-01-04,AD,Andorra,0
2020-01-05,AD,Andorra,0
2020-01-06,AD,Andorra,0
2020-01-07,AD,Andorra,0
2020-01-08,AD,Andorra,0
2020-01-09,AD,Andorra,0
2020-01-10,AD,Andorra,0
2020-01-11,AD,Andorra,0
2020-01-12,AD,Andorra,0
2020-01-13,AD,Andorra,0
2020-01-14,AD,Andorra,0
2020-01-15,AD,Andorra,0
2020-01-16,AD,Andorra,0
2020-01-17,AD,Andorra,0
2020-01-18,AD,Andorra,0
2020-01-19,AD,Andorra,0
2020-01-20,AD,Andorra,0
2020-01-21,AD,Andorra,0
2020-01-22,AD,Andorra,0
2020-01-23,AD,Andorra,0
2020-01-24,AD,Andorra,0
2020-01-25,AD,Andorra,0
2020-01-26,AD,Andorra,0
2020-01-27,AD,Andorra,0
2020-01-28,AD,Andorra,0
2020-01-29,AD,Andorra,0
